timestamp,product_name,price_offered,inventory_level,budget_multiplier,purchased
2026-01-15 13:22:20,Eggs,1.0,93,0.94,0
2026-01-15 13:22:22,Bread,0.87,84,1.08,1
2026-01-15 13:22:23,Cheese,7.01,97,0.78,0
2026-01-15 13:22:25,Meat,9.73,95,1.38,1
2026-01-15 13:22:29,Eggs,1.0,93,0.8,0
2026-01-15 13:22:31,Cheese,7.01,97,0.76,0
2026-01-15 13:22:34,Meat,9.73,94,1.38,1
2026-01-15 13:22:35,Milk,1.26,90,0.97,1
2026-01-15 13:22:36,Meat,9.73,93,0.45,0
2026-01-15 13:22:37,Meat,9.73,93,1.02,0
2026-01-15 13:22:39,Cheese,7.01,97,0.75,0
2026-01-15 13:22:40,Cheese,7.01,97,0.98,0
2026-01-15 13:22:41,Bread,0.87,83,1.37,1
2026-01-15 13:22:42,Meat,9.73,93,0.83,0
2026-01-15 13:22:43,Eggs,1.0,93,0.5,0
2026-01-15 13:22:44,Bread,0.87,82,0.93,1
2026-01-15 13:22:45,Meat,9.73,93,1.1,0
2026-01-15 13:22:46,Eggs,1.0,93,0.67,0
2026-01-15 13:22:47,Milk,1.26,89,1.29,1
2026-01-15 13:22:49,Eggs,1.0,93,0.86,0
2026-01-15 13:22:50,Bread,0.87,81,1.11,1
2026-01-15 13:22:51,Eggs,1.0,93,0.84,0
2026-01-15 13:22:52,Milk,1.26,88,0.8,0
2026-01-15 13:22:53,Meat,9.73,93,0.8,0
2026-01-15 13:22:54,Meat,9.73,93,0.99,0
2026-01-15 13:22:55,Meat,9.73,93,0.5,0
2026-01-15 13:22:57,Cheese,7.01,97,1.14,1
2026-01-15 13:22:59,Meat,9.73,93,0.56,0
2026-01-15 13:23:00,Cheese,7.01,96,0.91,0
2026-01-15 13:23:02,Eggs,1.0,93,1.37,1
2026-01-15 13:23:03,Cheese,7.01,96,0.93,0
2026-01-15 13:23:04,Eggs,1.0,92,0.96,0
2026-01-15 13:23:06,Meat,9.73,93,1.02,0
2026-01-15 13:23:07,Cheese,7.01,96,1.12,1
2026-01-15 13:23:12,Eggs,1.0,92,1.24,1
2026-01-15 13:23:14,Meat,9.73,93,0.9,0
2026-01-15 13:23:15,Meat,9.73,93,1.15,0
2026-01-15 13:23:16,Cheese,7.01,95,1.27,1
2026-01-15 13:23:17,Milk,1.26,88,0.62,0
2026-01-15 13:23:19,Eggs,1.0,91,1.17,1
2026-01-15 13:23:20,Meat,9.73,93,0.69,0
2026-01-15 13:23:21,Cheese,7.01,94,0.74,0
2026-01-15 13:23:22,Milk,1.26,88,0.97,1
2026-01-15 13:23:25,Milk,1.26,87,0.77,0
2026-01-15 13:23:26,Cheese,7.01,94,1.39,1
2026-01-15 13:23:27,Eggs,1.0,90,1.02,1
2026-01-15 13:23:29,Cheese,7.01,93,0.25,0
2026-01-15 13:23:30,Milk,1.26,87,1.27,1
2026-01-15 13:23:32,Bread,1.08,80,1.04,1
2026-01-15 13:23:36,Meat,9.73,93,0.75,0
2026-01-15 13:23:39,Eggs,1.0,89,1.09,1
2026-01-15 13:23:40,Cheese,7.01,93,0.98,0
2026-01-15 13:23:41,Meat,9.73,93,0.91,0
2026-01-15 13:23:42,Milk,1.26,86,1.15,1
2026-01-15 13:23:43,Eggs,1.0,88,1.16,1
2026-01-15 13:23:45,Meat,9.73,93,1.07,0
2026-01-15 13:23:46,Eggs,1.0,87,0.69,0
2026-01-15 13:23:49,Cheese,7.01,93,1.16,1
2026-01-15 13:23:51,Eggs,1.0,87,1.01,1
2026-01-15 13:23:53,Meat,9.73,93,1.04,0
2026-01-15 13:23:55,Eggs,1.0,86,0.98,0
2026-01-15 13:23:56,Cheese,7.01,92,1.22,1
2026-01-15 13:23:57,Milk,1.26,85,1.04,1
2026-01-15 13:23:59,Eggs,1.0,86,0.79,0
2026-01-15 13:24:00,Eggs,1.0,86,0.83,0
2026-01-15 13:24:01,Bread,1.08,79,1.51,1
2026-01-15 13:24:02,Milk,1.26,84,1.01,1
2026-01-15 13:24:04,Cheese,6.09,91,1.17,1
2026-01-15 13:24:06,Milk,1.26,83,0.63,0
2026-01-15 13:24:07,Cheese,6.09,90,1.47,1
2026-01-15 13:24:10,Cheese,6.09,89,1.31,1
2026-01-15 13:24:11,Bread,1.08,78,0.8,0
2026-01-15 13:24:12,Bread,1.08,78,0.79,0
2026-01-15 13:24:13,Cheese,6.4,88,1.3,1
2026-01-15 13:24:14,Cheese,6.4,87,1.04,1
2026-01-15 13:24:15,Meat,9.73,93,0.94,0
2026-01-15 13:24:16,Bread,1.08,78,1.03,1
2026-01-15 13:24:17,Eggs,1.0,86,0.67,0
2026-01-15 13:24:19,Cheese,6.4,86,0.9,0
2026-01-15 13:24:20,Meat,9.73,93,0.8,0
2026-01-15 13:24:21,Bread,1.08,77,1.16,1
2026-01-15 13:24:23,Cheese,6.4,86,0.93,0
2026-01-15 13:24:24,Eggs,1.0,86,1.28,1
2026-01-15 13:24:26,Bread,1.08,76,1.13,1
2026-01-15 13:24:27,Meat,9.73,93,1.04,0
2026-01-15 13:24:29,Cheese,6.4,86,1.24,1
2026-01-15 13:24:31,Cheese,6.4,85,1.11,1
2026-01-15 13:24:32,Bread,1.08,75,1.19,1
2026-01-15 13:24:34,Milk,1.26,83,1.16,1
2026-01-15 13:24:35,Eggs,1.0,85,1.04,1
2026-01-15 13:24:36,Bread,1.08,74,0.89,0
2026-01-15 13:24:37,Milk,1.26,82,0.83,0
2026-01-15 13:24:39,Meat,9.73,93,1.04,0
2026-01-15 13:24:40,Meat,9.73,93,0.96,0
2026-01-15 13:24:42,Eggs,1.0,84,0.5,0
2026-01-15 13:24:43,Bread,1.08,74,1.11,1
2026-01-15 13:24:44,Meat,9.73,93,0.95,0
2026-01-15 13:24:45,Milk,1.26,82,0.79,0
2026-01-15 13:24:46,Eggs,1.0,84,1.4,1
2026-01-15 13:24:47,Eggs,1.0,83,1.06,1
2026-01-15 13:24:49,Milk,1.26,82,1.05,1
2026-01-15 13:24:50,Meat,9.73,93,0.88,0
2026-01-15 13:24:51,Milk,1.26,81,1.41,1
2026-01-15 13:24:53,Meat,9.73,93,1.08,0
2026-01-15 13:24:54,Cheese,6.4,84,0.71,0
2026-01-15 13:24:55,Cheese,6.4,84,0.86,0
2026-01-15 13:24:56,Milk,1.26,80,1.15,1
2026-01-15 13:24:57,Bread,1.08,73,0.94,0
2026-01-15 13:24:59,Cheese,6.4,84,1.18,1
2026-01-15 13:25:00,Cheese,6.4,83,1.45,1
2026-01-15 13:25:02,Meat,9.73,93,0.65,0
2026-01-15 13:25:03,Eggs,1.0,82,1.19,1
2026-01-15 13:25:04,Eggs,1.0,81,0.53,0
2026-01-15 13:25:05,Eggs,1.0,81,1.12,1
2026-01-15 13:25:06,Cheese,6.4,82,1.09,1
2026-01-15 13:25:07,Meat,9.73,93,1.45,1
2026-01-15 13:25:09,Milk,1.26,79,0.66,0
2026-01-15 13:25:10,Cheese,6.4,81,0.96,0
2026-01-15 13:25:11,Cheese,6.4,81,0.84,0
2026-01-15 13:25:12,Meat,9.73,92,1.01,0
2026-01-15 13:25:13,Meat,9.73,92,0.79,0
2026-01-15 13:25:14,Meat,9.73,92,0.78,0
2026-01-15 13:25:15,Eggs,1.0,80,1.18,1
2026-01-15 13:25:16,Milk,1.26,79,1.11,1
2026-01-15 13:25:17,Eggs,1.0,79,0.95,0
2026-01-15 13:25:19,Eggs,1.0,79,0.83,0
2026-01-15 13:25:20,Cheese,6.4,81,0.78,0
2026-01-15 13:25:22,Bread,1.08,73,1.09,1
2026-01-15 13:25:23,Cheese,6.4,81,1.19,1
2026-01-15 13:25:26,Eggs,1.0,79,0.95,0
2026-01-15 13:25:29,Eggs,1.0,79,0.95,0
2026-01-15 13:25:30,Cheese,6.4,80,0.8,0
2026-01-15 13:25:31,Bread,1.08,72,0.82,0
2026-01-15 13:25:32,Bread,1.08,72,0.65,0
2026-01-15 13:25:33,Eggs,1.0,79,0.97,0
2026-01-15 13:25:34,Cheese,6.4,80,1.07,1
2026-01-15 13:25:35,Bread,1.08,72,0.76,0
2026-01-15 13:25:36,Eggs,1.0,79,1.18,1
2026-01-15 13:25:40,Meat,9.73,92,1.1,0
2026-01-15 13:25:41,Milk,1.26,78,0.87,1
2026-01-15 13:25:44,Bread,1.08,72,1.09,1
2026-01-15 13:25:45,Bread,1.08,71,0.84,0
2026-01-15 13:25:46,Eggs,1.0,78,0.83,0
2026-01-15 13:25:47,Eggs,1.0,78,0.63,0
2026-01-15 13:25:49,Eggs,1.0,78,1.25,1
2026-01-15 13:25:50,Milk,1.26,77,0.75,0
2026-01-15 13:25:52,Meat,9.73,92,1.07,0
2026-01-15 13:25:53,Bread,1.08,71,1.22,1
2026-01-15 13:25:54,Bread,1.08,70,0.87,0
2026-01-15 13:25:55,Bread,1.08,70,0.68,0
2026-01-15 13:25:56,Bread,1.08,70,0.81,0
2026-01-15 13:26:00,Cheese,6.4,79,1.04,1
2026-01-15 13:26:02,Milk,1.26,77,1.11,1
2026-01-15 13:26:03,Bread,1.08,70,0.79,0
2026-01-15 13:26:06,Milk,1.26,76,1.03,1
2026-01-15 13:26:07,Cheese,6.4,78,1.04,1
2026-01-15 13:26:09,Meat,9.73,92,1.17,0
2026-01-15 13:26:12,Meat,9.73,92,0.77,0
2026-01-15 13:26:13,Milk,1.26,75,0.57,0
2026-01-15 13:26:14,Milk,1.26,75,1.02,1
2026-01-15 13:26:15,Cheese,6.4,77,1.1,1
2026-01-15 13:26:16,Meat,9.73,92,0.51,0
2026-01-15 13:26:19,Milk,1.26,74,0.55,0
2026-01-15 13:26:22,Cheese,6.4,76,1.04,1
2026-01-15 13:26:24,Milk,1.26,74,1.38,1
2026-01-15 13:26:25,Meat,9.73,92,0.75,0
2026-01-15 13:26:31,Meat,9.73,92,1.36,1
2026-01-15 13:26:33,Eggs,1.0,77,0.96,0
2026-01-15 13:26:34,Bread,1.08,70,1.16,1
2026-01-15 13:26:36,Cheese,7.94,75,1.02,0
2026-01-15 13:26:37,Eggs,1.0,77,0.81,0
2026-01-15 13:26:39,Meat,9.73,91,0.88,0
2026-01-15 13:26:42,Cheese,7.94,75,1.23,1
2026-01-15 13:26:44,Meat,9.73,91,1.16,0
2026-01-15 13:26:45,Meat,9.73,91,0.7,0
2026-01-15 13:26:46,Cheese,7.94,74,1.3,1
2026-01-15 13:26:47,Milk,1.26,73,0.99,1
2026-01-15 13:26:48,Milk,1.26,72,1.11,1
2026-01-15 13:26:50,Eggs,1.0,77,0.95,0
2026-01-15 13:26:51,Bread,1.08,69,1.18,1
2026-01-15 13:26:52,Eggs,1.0,77,0.89,0
2026-01-15 13:26:53,Eggs,1.0,77,1.19,1
2026-01-15 13:26:54,Milk,1.26,71,1.06,1
2026-01-15 13:26:55,Meat,9.73,91,0.91,0
2026-01-15 13:26:56,Meat,9.73,91,1.5,1
2026-01-15 13:26:57,Eggs,1.0,76,1.18,1
2026-01-15 13:26:58,Milk,1.26,70,0.81,0
2026-01-15 13:26:59,Cheese,7.01,73,0.64,0
2026-01-15 13:27:01,Milk,1.26,70,1.05,1
2026-01-15 13:27:03,Milk,1.26,69,0.45,0
2026-01-15 13:27:04,Eggs,1.0,75,1.32,1
2026-01-15 13:27:05,Eggs,1.0,74,0.64,0
2026-01-15 13:27:07,Eggs,1.0,74,1.21,1
2026-01-15 13:27:08,Milk,1.26,69,0.71,0
2026-01-15 13:27:11,Meat,9.73,90,0.58,0
2026-01-15 13:27:13,Meat,9.73,90,0.81,0
2026-01-15 13:27:15,Cheese,7.01,73,0.46,0
2026-01-15 13:27:16,Cheese,7.01,73,1.12,1
2026-01-15 13:27:19,Cheese,7.01,72,1.07,0
2026-01-15 13:27:24,Eggs,1.0,73,1.16,1
2026-01-15 13:27:26,Bread,1.08,68,1.11,1
2026-01-15 13:27:27,Meat,9.73,90,0.95,0
2026-01-15 13:27:28,Cheese,7.01,72,0.85,0
2026-01-15 13:27:31,Milk,1.26,69,0.7,0
2026-01-15 13:27:33,Eggs,1.0,72,1.28,1
2026-01-15 13:27:35,Cheese,7.01,72,0.99,0
2026-01-15 13:27:38,Eggs,1.0,71,1.11,1
2026-01-15 13:27:39,Eggs,1.0,70,1.56,1
2026-01-15 13:27:40,Meat,9.73,90,0.96,0
2026-01-15 13:27:41,Milk,1.26,69,1.41,1
2026-01-15 13:27:44,Milk,1.26,68,1.28,1
2026-01-15 13:27:45,Bread,1.08,67,1.12,1
2026-01-15 13:27:47,Cheese,7.01,72,0.89,0
2026-01-15 13:27:48,Eggs,1.0,69,0.97,0
2026-01-15 13:27:50,Milk,1.26,67,0.98,1
2026-01-15 13:27:51,Bread,1.08,66,0.88,0
2026-01-15 13:27:52,Meat,9.73,90,0.79,0
2026-01-15 13:27:54,Cheese,7.01,72,0.85,0
2026-01-15 13:27:55,Cheese,7.01,72,1.02,0
2026-01-15 13:27:57,Cheese,7.01,72,0.96,0
2026-01-15 13:27:59,Milk,1.26,66,0.9,1
2026-01-15 13:28:00,Cheese,7.01,72,0.79,0
2026-01-15 13:28:01,Bread,1.08,66,1.37,1
2026-01-15 13:28:02,Eggs,0.89,69,0.72,0
2026-01-15 13:28:05,Bread,1.08,65,0.95,0
2026-01-15 13:28:07,Bread,1.08,65,0.56,0
2026-01-15 13:28:08,Eggs,0.89,69,0.79,0
2026-01-15 13:28:09,Cheese,7.01,72,1.2,1
2026-01-15 13:28:10,Meat,9.73,90,1.03,0
2026-01-15 13:28:12,Meat,9.73,90,0.95,0
2026-01-15 13:28:16,Bread,1.08,65,0.87,0
2026-01-15 13:28:18,Cheese,7.01,71,0.97,0
2026-01-15 13:28:19,Cheese,7.01,71,1.6,1
2026-01-15 13:28:22,Milk,1.55,65,0.92,0
2026-01-15 13:28:23,Cheese,7.01,70,1.13,1
2026-01-15 13:28:24,Bread,1.08,65,1.24,1
2026-01-15 13:28:27,Meat,9.73,90,1.1,0
2026-01-15 13:28:28,Eggs,0.89,69,0.65,0
2026-01-15 13:28:30,Eggs,0.89,69,1.11,1
2026-01-15 13:28:32,Cheese,6.4,69,1.3,1
2026-01-15 13:28:33,Milk,1.55,65,0.6,0
2026-01-15 13:28:34,Milk,1.55,65,0.62,0
2026-01-15 13:28:36,Meat,9.73,90,1.52,1
2026-01-15 13:28:37,Milk,1.55,65,0.86,0
2026-01-15 13:28:43,Meat,9.73,89,0.81,0
2026-01-15 13:28:45,Eggs,0.89,68,1.59,1
2026-01-15 13:28:47,Milk,1.55,65,0.99,0
2026-01-15 13:28:48,Bread,0.87,64,0.76,0
2026-01-15 13:28:50,Cheese,6.4,68,0.61,0
2026-01-15 13:28:51,Meat,9.73,89,1.19,0
2026-01-15 13:28:53,Cheese,6.4,68,0.77,0
2026-01-15 13:28:54,Milk,1.55,65,1.02,0
2026-01-15 13:28:55,Cheese,6.4,68,1.09,1
2026-01-15 13:28:57,Bread,0.87,64,0.92,1
2026-01-15 13:28:58,Cheese,6.4,67,1.09,1
2026-01-15 13:28:59,Milk,1.55,65,0.74,0
2026-01-15 13:29:02,Cheese,6.4,66,0.57,0
2026-01-15 13:29:03,Milk,1.55,65,0.85,0
2026-01-15 13:29:04,Bread,0.87,63,0.99,1
2026-01-15 13:29:05,Eggs,0.89,67,1.04,1
2026-01-15 13:29:09,Bread,0.87,62,1.19,1
2026-01-15 13:29:11,Bread,0.87,61,0.82,1
2026-01-15 13:29:12,Bread,0.87,60,0.52,0
2026-01-15 13:29:13,Eggs,0.89,66,0.78,0
2026-01-15 13:29:14,Eggs,0.89,66,1.31,1
2026-01-15 13:29:15,Bread,0.87,60,0.77,0
2026-01-15 13:29:16,Cheese,6.4,66,1.14,1
2026-01-15 13:29:17,Eggs,0.89,65,1.45,1
2026-01-15 13:29:19,Cheese,6.4,65,1.13,1
2026-01-15 13:29:20,Milk,1.55,65,1.26,1
2026-01-15 13:29:21,Milk,1.55,64,0.98,0
2026-01-15 13:29:22,Eggs,0.89,64,1.1,1
2026-01-15 13:29:25,Bread,0.87,60,0.8,1
2026-01-15 13:29:26,Milk,1.55,64,1.04,1
2026-01-15 13:29:27,Meat,9.73,89,1.25,0
2026-01-15 13:29:29,Eggs,0.89,63,1.11,1
2026-01-15 13:29:31,Cheese,6.4,64,0.6,0
2026-01-15 13:29:32,Meat,9.73,89,1.15,0
2026-01-15 13:29:33,Cheese,6.4,64,1.17,1
2026-01-15 13:29:34,Cheese,6.4,63,1.36,1
2026-01-15 13:29:35,Meat,9.73,89,0.84,0
2026-01-15 13:29:36,Meat,9.73,89,1.32,1
2026-01-15 13:29:38,Milk,1.55,63,1.18,1
2026-01-15 13:29:40,Cheese,6.4,62,1.06,1
2026-01-15 13:29:41,Cheese,6.4,61,0.73,0
2026-01-15 13:29:42,Milk,1.55,62,0.43,0
2026-01-15 13:29:44,Meat,9.73,88,1.1,0
2026-01-15 13:29:45,Milk,1.55,62,0.93,0
2026-01-15 13:29:46,Meat,9.73,88,0.76,0
2026-01-15 13:29:48,Eggs,0.89,62,1.24,1
2026-01-15 13:29:49,Milk,1.55,62,1.06,1
2026-01-15 13:29:51,Cheese,6.4,61,0.85,0
2026-01-15 13:29:52,Milk,1.55,61,1.11,1
2026-01-15 13:29:53,Bread,0.87,59,1.29,1
2026-01-15 13:29:55,Bread,0.87,58,1.26,1
2026-01-15 13:29:57,Eggs,0.89,61,1.32,1
2026-01-15 13:29:58,Milk,1.55,60,0.9,0
2026-01-15 13:29:59,Eggs,0.89,60,0.78,0
2026-01-15 13:30:01,Milk,1.55,60,1.1,1
2026-01-15 13:30:02,Eggs,0.89,60,1.06,1
2026-01-15 13:30:04,Cheese,6.4,61,1.51,1
2026-01-15 13:30:06,Milk,1.55,59,0.92,0
2026-01-15 13:30:07,Cheese,6.4,60,1.05,1
2026-01-15 13:30:08,Bread,0.87,57,1.02,1
2026-01-15 13:30:10,Milk,1.55,59,1.09,1
2026-01-15 13:30:12,Cheese,6.4,59,0.95,0
2026-01-15 13:30:13,Bread,0.87,56,1.35,1
2026-01-15 13:30:14,Cheese,6.4,59,1.03,1
2026-01-15 13:30:18,Eggs,0.89,59,1.03,1
2026-01-15 13:30:19,Bread,0.87,55,1.15,1
2026-01-15 13:30:20,Bread,0.87,54,1.02,1
2026-01-15 13:30:23,Eggs,0.89,58,1.06,1
2026-01-15 13:30:25,Eggs,0.89,57,0.6,0
2026-01-15 13:30:26,Bread,0.87,53,1.54,1
2026-01-15 13:30:27,Eggs,0.89,57,0.99,1
2026-01-15 13:30:28,Milk,1.26,58,1.27,1
2026-01-15 13:30:29,Eggs,0.89,56,1.1,1
2026-01-15 13:30:30,Meat,9.73,88,1.07,0
2026-01-15 13:30:31,Milk,1.26,57,0.91,1
2026-01-15 13:30:33,Meat,9.73,88,1.28,1
2026-01-15 13:30:34,Milk,1.26,56,1.18,1
2026-01-15 13:30:35,Meat,9.73,87,0.8,0
2026-01-15 13:30:36,Meat,9.73,87,0.9,0
2026-01-15 13:30:38,Eggs,0.89,55,1.21,1
2026-01-15 13:30:39,Milk,1.26,55,0.85,1
2026-01-15 13:30:40,Milk,1.26,54,1.06,1
2026-01-15 13:30:41,Bread,0.87,52,1.04,1
2026-01-15 13:30:43,Meat,9.73,87,1.03,0
2026-01-15 13:30:44,Milk,1.26,53,0.98,1
2026-01-15 13:30:49,Eggs,1.08,54,1.0,0
2026-01-15 13:30:50,Eggs,1.08,54,0.87,0
2026-01-15 13:30:52,Eggs,1.08,54,1.09,1
2026-01-15 13:30:54,Bread,0.87,51,0.59,0
2026-01-15 13:30:55,Cheese,6.4,58,1.12,1
2026-01-15 13:30:56,Meat,9.73,87,1.31,1
2026-01-15 13:30:59,Cheese,6.4,57,1.21,1
2026-01-15 13:31:00,Milk,1.26,52,0.99,1
2026-01-15 13:31:01,Milk,1.26,51,0.9,1
2026-01-15 13:31:02,Meat,9.73,86,1.31,1
2026-01-15 13:31:04,Meat,9.73,85,1.36,1
2026-01-15 13:31:06,Bread,1.03,51,1.14,1
2026-01-15 13:31:08,Bread,1.03,50,1.0,1
2026-01-15 13:31:09,Bread,1.03,49,0.72,0
2026-01-15 13:31:11,Eggs,1.08,53,0.88,0
2026-01-15 13:31:12,Eggs,1.08,53,0.95,0
2026-01-15 13:31:13,Milk,1.26,50,1.47,1
2026-01-15 13:31:16,Eggs,1.08,53,1.55,1
2026-01-15 13:31:19,Milk,1.26,49,0.84,0
2026-01-15 13:31:20,Meat,6.46,84,1.05,1
2026-01-15 13:31:21,Meat,6.46,83,1.01,1
2026-01-15 13:31:22,Meat,6.46,82,0.9,1
2026-01-15 13:31:23,Meat,6.46,81,1.01,1
2026-01-15 13:31:25,Milk,1.26,49,0.9,1
2026-01-15 13:31:26,Meat,6.46,80,0.93,1
2026-01-15 13:31:27,Cheese,5.47,56,1.02,1
2026-01-15 13:31:28,Meat,6.46,79,1.44,1
2026-01-15 13:31:30,Meat,6.46,78,1.25,1
2026-01-15 13:31:31,Bread,1.03,49,1.08,1
2026-01-15 13:31:32,Meat,6.46,77,0.49,0
2026-01-15 13:31:33,Milk,1.26,48,1.19,1
2026-01-15 13:31:34,Milk,1.26,47,1.22,1
2026-01-15 13:31:37,Bread,1.03,48,0.92,0
2026-01-15 13:31:38,Cheese,5.47,55,0.58,0
2026-01-15 13:31:39,Milk,1.26,46,0.68,0
2026-01-15 13:31:41,Cheese,5.47,55,1.27,1
2026-01-15 13:31:42,Meat,6.46,77,1.55,1
2026-01-15 13:31:43,Milk,1.26,46,0.98,1
2026-01-15 13:31:45,Bread,1.03,48,0.79,0
2026-01-15 13:31:48,Bread,1.03,48,1.05,1
2026-01-15 13:31:49,Bread,1.03,47,0.95,1
2026-01-15 13:31:52,Meat,6.46,76,1.25,1
2026-01-15 13:31:55,Meat,6.46,75,1.13,1
2026-01-15 13:32:00,Meat,6.46,74,1.15,1
2026-01-15 13:32:02,Milk,1.26,45,0.98,1
2026-01-15 13:32:03,Milk,1.26,44,0.66,0
2026-01-15 13:32:05,Meat,6.46,73,1.11,1
2026-01-15 13:32:06,Eggs,1.08,52,0.72,0
2026-01-15 13:32:08,Bread,1.03,46,1.16,1
2026-01-15 13:32:09,Meat,6.46,72,1.17,1
2026-01-15 13:32:10,Eggs,1.08,52,1.05,0
2026-01-15 13:32:11,Eggs,1.08,52,0.78,0
2026-01-15 13:32:13,Meat,6.46,71,1.0,1
2026-01-15 13:32:14,Milk,1.26,44,0.95,1
2026-01-15 13:32:15,Eggs,1.08,52,0.71,0
2026-01-15 13:32:16,Milk,1.26,43,0.41,0
2026-01-15 13:32:19,Eggs,1.08,52,1.31,1
2026-01-15 13:32:20,Eggs,1.08,51,0.65,0
2026-01-15 13:32:21,Cheese,5.47,54,0.81,0
2026-01-15 13:32:23,Eggs,1.08,51,0.86,0
2026-01-15 13:32:24,Milk,1.26,43,1.31,1
2026-01-15 13:32:25,Meat,6.46,70,1.31,1
2026-01-15 13:32:26,Eggs,1.08,51,0.6,0
2026-01-15 13:32:27,Milk,1.26,42,1.21,1
2026-01-15 13:32:28,Cheese,5.47,54,1.01,1
2026-01-15 13:32:30,Bread,1.03,45,0.87,0
2026-01-15 13:32:32,Bread,1.03,45,1.14,1
2026-01-15 13:32:33,Eggs,1.08,51,1.14,1
2026-01-15 13:32:34,Eggs,1.08,50,0.85,0
2026-01-15 13:32:35,Eggs,1.08,50,0.69,0
2026-01-15 13:32:36,Cheese,5.47,53,0.82,0
2026-01-15 13:32:37,Cheese,5.47,53,0.9,1
2026-01-15 13:32:38,Meat,6.46,69,0.81,0
2026-01-15 13:32:40,Cheese,5.47,52,0.9,1
